Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[strain]	Characteristics[individual]	Characteristics[age]	Unit[time unit]	Term Source REF	Term Accession Number	Characteristics[developmental stage]	Characteristics[sex]	Characteristics[genotype]	Characteristics[organism part]	Characteristics[sampling site]	Material Type	Protocol REF	Protocol REF	Protocol REF	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Comment[end bias]	Comment[input molecule]	Comment[library construction]	Comment[primer]	Comment[single cell isolation]	Comment[spike in]	Protocol REF	Performer	Assay Name	Comment[technical replicate group]	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Factor Value[single cell identifier]
Sample 291	ERS13532211	SAMEA111438789	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 291	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1291_S291_L001	group 214	sequencing assay	ERX9850346	P8467_1291_S291_L001_R1_001.fastq.gz	P8467_1291_S291_L001_R1_001.fastq.gz	ERR10316334	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/034/ERR10316334/ERR10316334.fastq.gz	291
Sample 292	ERS13532212	SAMEA111438790	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 292	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane2_Skin_H13_S292_L002	group 215	sequencing assay	ERX9850347	20180217_Lane2_Skin_H13_S292_L002_R1_001.fastq.gz	20180217_Lane2_Skin_H13_S292_L002_R1_001.fastq.gz	ERR10316335	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/035/ERR10316335/ERR10316335.fastq.gz	292
Sample 292	ERS13532212	SAMEA111438790	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 292	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane1_Skin_H13_S292_L001	group 215	sequencing assay	ERX9850347	20180217_Lane1_Skin_H13_S292_L001_R1_001.fastq.gz	20180217_Lane1_Skin_H13_S292_L001_R1_001.fastq.gz	ERR10316336	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/036/ERR10316336/ERR10316336.fastq.gz	292
Sample 292	ERS13532212	SAMEA111438790	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 292	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1292_S292_L001	group 215	sequencing assay	ERX9850347	P8467_1292_S292_L001_R1_001.fastq.gz	P8467_1292_S292_L001_R1_001.fastq.gz	ERR10316337	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/037/ERR10316337/ERR10316337.fastq.gz	292
Sample 292	ERS13532212	SAMEA111438790	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 292	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1292_S292_L002	group 215	sequencing assay	ERX9850347	P8467_1292_S292_L002_R1_001.fastq.gz	P8467_1292_S292_L002_R1_001.fastq.gz	ERR10316338	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/038/ERR10316338/ERR10316338.fastq.gz	292
Sample 292	ERS13532212	SAMEA111438790	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 292	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane3_Skin_H13_S292_L003	group 215	sequencing assay	ERX9850347	20180217_Lane3_Skin_H13_S292_L003_R1_001.fastq.gz	20180217_Lane3_Skin_H13_S292_L003_R1_001.fastq.gz	ERR10316339	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/039/ERR10316339/ERR10316339.fastq.gz	292
Sample 293	ERS13532213	SAMEA111438791	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 293	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1293_S293_L002	group 216	sequencing assay	ERX9850348	P8467_1293_S293_L002_R1_001.fastq.gz	P8467_1293_S293_L002_R1_001.fastq.gz	ERR10316340	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/040/ERR10316340/ERR10316340.fastq.gz	293
Sample 293	ERS13532213	SAMEA111438791	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 293	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane1_Skin_J13_S293_L001	group 216	sequencing assay	ERX9850348	20180217_Lane1_Skin_J13_S293_L001_R1_001.fastq.gz	20180217_Lane1_Skin_J13_S293_L001_R1_001.fastq.gz	ERR10316341	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/041/ERR10316341/ERR10316341.fastq.gz	293
Sample 293	ERS13532213	SAMEA111438791	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 293	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane2_Skin_J13_S293_L002	group 216	sequencing assay	ERX9850348	20180217_Lane2_Skin_J13_S293_L002_R1_001.fastq.gz	20180217_Lane2_Skin_J13_S293_L002_R1_001.fastq.gz	ERR10316342	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/042/ERR10316342/ERR10316342.fastq.gz	293
Sample 293	ERS13532213	SAMEA111438791	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 293	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane3_Skin_J13_S293_L003	group 216	sequencing assay	ERX9850348	20180217_Lane3_Skin_J13_S293_L003_R1_001.fastq.gz	20180217_Lane3_Skin_J13_S293_L003_R1_001.fastq.gz	ERR10316343	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/043/ERR10316343/ERR10316343.fastq.gz	293
Sample 293	ERS13532213	SAMEA111438791	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 293	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1293_S293_L001	group 216	sequencing assay	ERX9850348	P8467_1293_S293_L001_R1_001.fastq.gz	P8467_1293_S293_L001_R1_001.fastq.gz	ERR10316344	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/044/ERR10316344/ERR10316344.fastq.gz	293
Sample 294	ERS13532214	SAMEA111438792	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 294	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane2_Skin_L13_S294_L002	group 217	sequencing assay	ERX9850349	20180217_Lane2_Skin_L13_S294_L002_R1_001.fastq.gz	20180217_Lane2_Skin_L13_S294_L002_R1_001.fastq.gz	ERR10316345	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/045/ERR10316345/ERR10316345.fastq.gz	294
Sample 294	ERS13532214	SAMEA111438792	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 294	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane1_Skin_L13_S294_L001	group 217	sequencing assay	ERX9850349	20180217_Lane1_Skin_L13_S294_L001_R1_001.fastq.gz	20180217_Lane1_Skin_L13_S294_L001_R1_001.fastq.gz	ERR10316346	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/046/ERR10316346/ERR10316346.fastq.gz	294
Sample 294	ERS13532214	SAMEA111438792	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 294	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane3_Skin_L13_S294_L003	group 217	sequencing assay	ERX9850349	20180217_Lane3_Skin_L13_S294_L003_R1_001.fastq.gz	20180217_Lane3_Skin_L13_S294_L003_R1_001.fastq.gz	ERR10316347	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/047/ERR10316347/ERR10316347.fastq.gz	294
Sample 294	ERS13532214	SAMEA111438792	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 294	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1294_S294_L002	group 217	sequencing assay	ERX9850349	P8467_1294_S294_L002_R1_001.fastq.gz	P8467_1294_S294_L002_R1_001.fastq.gz	ERR10316348	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/048/ERR10316348/ERR10316348.fastq.gz	294
Sample 294	ERS13532214	SAMEA111438792	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 294	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1294_S294_L001	group 217	sequencing assay	ERX9850349	P8467_1294_S294_L001_R1_001.fastq.gz	P8467_1294_S294_L001_R1_001.fastq.gz	ERR10316349	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/049/ERR10316349/ERR10316349.fastq.gz	294
Sample 295	ERS13532215	SAMEA111438793	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 295	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1295_S295_L002	group 218	sequencing assay	ERX9850350	P8467_1295_S295_L002_R1_001.fastq.gz	P8467_1295_S295_L002_R1_001.fastq.gz	ERR10316350	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/050/ERR10316350/ERR10316350.fastq.gz	295
Sample 295	ERS13532215	SAMEA111438793	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 295	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1295_S295_L001	group 218	sequencing assay	ERX9850350	P8467_1295_S295_L001_R1_001.fastq.gz	P8467_1295_S295_L001_R1_001.fastq.gz	ERR10316351	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/051/ERR10316351/ERR10316351.fastq.gz	295
Sample 295	ERS13532215	SAMEA111438793	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 295	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane2_Skin_N13_S295_L002	group 218	sequencing assay	ERX9850350	20180217_Lane2_Skin_N13_S295_L002_R1_001.fastq.gz	20180217_Lane2_Skin_N13_S295_L002_R1_001.fastq.gz	ERR10316352	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/052/ERR10316352/ERR10316352.fastq.gz	295
Sample 295	ERS13532215	SAMEA111438793	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 295	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane1_Skin_N13_S295_L001	group 218	sequencing assay	ERX9850350	20180217_Lane1_Skin_N13_S295_L001_R1_001.fastq.gz	20180217_Lane1_Skin_N13_S295_L001_R1_001.fastq.gz	ERR10316353	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/053/ERR10316353/ERR10316353.fastq.gz	295
Sample 295	ERS13532215	SAMEA111438793	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 295	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane3_Skin_N13_S295_L003	group 218	sequencing assay	ERX9850350	20180217_Lane3_Skin_N13_S295_L003_R1_001.fastq.gz	20180217_Lane3_Skin_N13_S295_L003_R1_001.fastq.gz	ERR10316354	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/054/ERR10316354/ERR10316354.fastq.gz	295
Sample 296	ERS13532216	SAMEA111438794	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 296	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane1_Skin_P13_S296_L001	group 219	sequencing assay	ERX9850351	20180217_Lane1_Skin_P13_S296_L001_R1_001.fastq.gz	20180217_Lane1_Skin_P13_S296_L001_R1_001.fastq.gz	ERR10316355	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/055/ERR10316355/ERR10316355.fastq.gz	296
Sample 296	ERS13532216	SAMEA111438794	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 296	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1296_S296_L001	group 219	sequencing assay	ERX9850351	P8467_1296_S296_L001_R1_001.fastq.gz	P8467_1296_S296_L001_R1_001.fastq.gz	ERR10316356	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/056/ERR10316356/ERR10316356.fastq.gz	296
Sample 296	ERS13532216	SAMEA111438794	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 296	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1296_S296_L002	group 219	sequencing assay	ERX9850351	P8467_1296_S296_L002_R1_001.fastq.gz	P8467_1296_S296_L002_R1_001.fastq.gz	ERR10316357	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/057/ERR10316357/ERR10316357.fastq.gz	296
Sample 296	ERS13532216	SAMEA111438794	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 296	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane2_Skin_P13_S296_L002	group 219	sequencing assay	ERX9850351	20180217_Lane2_Skin_P13_S296_L002_R1_001.fastq.gz	20180217_Lane2_Skin_P13_S296_L002_R1_001.fastq.gz	ERR10316358	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/058/ERR10316358/ERR10316358.fastq.gz	296
Sample 296	ERS13532216	SAMEA111438794	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 296	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane3_Skin_P13_S296_L003	group 219	sequencing assay	ERX9850351	20180217_Lane3_Skin_P13_S296_L003_R1_001.fastq.gz	20180217_Lane3_Skin_P13_S296_L003_R1_001.fastq.gz	ERR10316359	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/059/ERR10316359/ERR10316359.fastq.gz	296
Sample 297	ERS13532217	SAMEA111438795	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 297	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane2_Skin_B14_S297_L002	group 220	sequencing assay	ERX9850352	20180217_Lane2_Skin_B14_S297_L002_R1_001.fastq.gz	20180217_Lane2_Skin_B14_S297_L002_R1_001.fastq.gz	ERR10316360	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/060/ERR10316360/ERR10316360.fastq.gz	297
Sample 297	ERS13532217	SAMEA111438795	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 297	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1297_S297_L002	group 220	sequencing assay	ERX9850352	P8467_1297_S297_L002_R1_001.fastq.gz	P8467_1297_S297_L002_R1_001.fastq.gz	ERR10316361	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/061/ERR10316361/ERR10316361.fastq.gz	297
Sample 297	ERS13532217	SAMEA111438795	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 297	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1297_S297_L001	group 220	sequencing assay	ERX9850352	P8467_1297_S297_L001_R1_001.fastq.gz	P8467_1297_S297_L001_R1_001.fastq.gz	ERR10316362	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/062/ERR10316362/ERR10316362.fastq.gz	297
Sample 297	ERS13532217	SAMEA111438795	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 297	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane3_Skin_B14_S297_L003	group 220	sequencing assay	ERX9850352	20180217_Lane3_Skin_B14_S297_L003_R1_001.fastq.gz	20180217_Lane3_Skin_B14_S297_L003_R1_001.fastq.gz	ERR10316363	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/063/ERR10316363/ERR10316363.fastq.gz	297
Sample 297	ERS13532217	SAMEA111438795	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 297	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane1_Skin_B14_S297_L001	group 220	sequencing assay	ERX9850352	20180217_Lane1_Skin_B14_S297_L001_R1_001.fastq.gz	20180217_Lane1_Skin_B14_S297_L001_R1_001.fastq.gz	ERR10316364	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/064/ERR10316364/ERR10316364.fastq.gz	297
Sample 298	ERS13532218	SAMEA111438796	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 298	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane3_Skin_D14_S298_L003	group 221	sequencing assay	ERX9850353	20180217_Lane3_Skin_D14_S298_L003_R1_001.fastq.gz	20180217_Lane3_Skin_D14_S298_L003_R1_001.fastq.gz	ERR10316365	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/065/ERR10316365/ERR10316365.fastq.gz	298
Sample 298	ERS13532218	SAMEA111438796	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 298	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1298_S298_L002	group 221	sequencing assay	ERX9850353	P8467_1298_S298_L002_R1_001.fastq.gz	P8467_1298_S298_L002_R1_001.fastq.gz	ERR10316366	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/066/ERR10316366/ERR10316366.fastq.gz	298
Sample 298	ERS13532218	SAMEA111438796	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 298	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane1_Skin_D14_S298_L001	group 221	sequencing assay	ERX9850353	20180217_Lane1_Skin_D14_S298_L001_R1_001.fastq.gz	20180217_Lane1_Skin_D14_S298_L001_R1_001.fastq.gz	ERR10316367	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/067/ERR10316367/ERR10316367.fastq.gz	298
Sample 298	ERS13532218	SAMEA111438796	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 298	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1298_S298_L001	group 221	sequencing assay	ERX9850353	P8467_1298_S298_L001_R1_001.fastq.gz	P8467_1298_S298_L001_R1_001.fastq.gz	ERR10316368	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/068/ERR10316368/ERR10316368.fastq.gz	298
